event_class,feature,lead_h,auc,abs_auc,cliffs_delta,robust_d,median_event,median_control,n_event,n_control
flood,mslp_tend_6h,48,0.46802170527289555,0.5319782947271045,-0.0639565894542089,-0.0476190522313118,0.10000000149011612,0.20000000298023224,2429,4858
flood,mslp_tend_24h,48,0.4671102709286257,0.5328897290713743,-0.06577945814274855,-0.0833333283662796,-0.20000000298023224,0.0,2429,4858
flood,gust,48,0.5273600217354422,0.5273600217354422,0.05472004347088433,0.055555637925863266,4.900000095367432,4.699999809265137,2429,4858
flood,gust_delta_6h,48,0.506785249458436,0.506785249458436,0.013570498916871898,0.035714250057935715,0.09999990463256836,0.0,2429,4858
flood,gust_max_24h,48,0.5235279297211664,0.5235279297211664,0.047055859442332704,0.05128199979662895,8.899999618530273,8.699999809265137,2429,4858
flood,wspd_10m,48,0.5146338813577737,0.5146338813577737,0.02926776271554732,0.04560159891843796,1.9104973077774048,1.8248287439346313,2429,4858
flood,wspd_delta_6h,48,0.5032659518806734,0.5032659518806734,0.0065319037613467135,0.009813785552978516,-0.027146577835083008,-0.03845378756523132,2429,4858
flood,gust_factor,48,0.5106148414900845,0.5106148414900845,0.02122968298016903,0.002951493253931403,2.433696746826172,2.429032564163208,2429,4858
flood,dir_veer_6h,48,0.5063112414835474,0.5063112414835474,0.012622482967094895,0.012115654535591602,17.99365234375,17.619396209716797,1742,3438
flood,dewpoint_dep,48,0.44543792153308764,0.5545620784669123,-0.10912415693382471,-0.13333368301391602,2.049999237060547,2.450000286102295,2429,4858
flood,theta_e,48,0.518968724115646,0.518968724115646,0.03793744823129197,0.04816870018839836,332.9126892089844,331.4007568359375,2429,4858
flood,theta_e_delta_24h,48,0.513983207913301,0.513983207913301,0.027966415826601976,0.04034119471907616,0.24250666797161102,0.0657142847776413,2429,4858
flood,tcwv,48,0.5491148961636299,0.5491148961636299,0.0982297923272597,0.12837834656238556,40.70000076293945,36.900001525878906,2429,4832
flood,tcwv_anom_7d,48,0.5554878209898167,0.5554878209898167,0.1109756419796335,0.11706451326608658,0.7238110303878784,-0.0818437710404396,2429,4830
flood,blh,48,0.5093588373380156,0.5093588373380156,0.018717674676031137,0.0533333346247673,245.0,225.0,2429,4832
flood,blh_delta_24h,48,0.5070451239545889,0.5070451239545889,0.014090247909177789,0.0,0.0,0.0,2429,4831
flood,snow_accum_14d,48,0.5007574099908797,0.5007574099908797,0.0015148199817593966,,0.0,0.0,2429,4858
flood,snowmelt_proxy,48,0.5033270531509866,0.5033270531509866,0.006654106301973162,,0.0,0.0,2429,4858
flood,rain_on_sat_6h,48,0.5554832283363973,0.5554832283363973,0.11096645667279459,0.009612084366381168,0.0072664362378418446,0.0,2429,4837
flood,rain_on_sat_24h,48,0.5736768339085134,0.5736768339085134,0.14735366781702686,0.16716156899929047,1.513494849205017,0.5200692415237427,2429,4837
